index_content,word,nature,emotion
1710,计划,n,0
1710,建仓,v,0
1710,手,n,0
1710,笑,v,0
1710,哭,v,0
1711,哭,v,1
1711,哭,v,1
1711,哭,v,1
1711,呲,v,1
1711,牙,n,1
1711,呲,v,1
1711,牙,n,1
1711,呲,v,1
1711,牙,n,1
1712,鸡精,n,1
1712,股东,n,1
1712,多久,m,1
1713,不值钱,n,0
1713,炒作,v,0
1713,基金,n,0
1713,报团,n,0
1714,首次,m,1
1714,覆盖,v,1
1714,酒,n,1
1714,系列,q,1
1714,酒,n,1
1714,双轮,m,1
1714,驱动,vn,1
1714,主动,b,1
1714,营,n,1
1715,早,a,0
1715,有人,r,0
1715,进出,v,0
1715,跌,v,0
1715,没意思,l,0
1716,明天,t,0
1716,二次,m,0
1716,探底,v,0
1716,破,v,0
1717,胡说八道,i,1
1717,宁德,nr,1
1717,时代,n,1
1717,红,a,1
1717,宁德,nr,1
1717,时代,n,1
1717,股价,n,1
1718,加仓,v,0
1718,大盘,n,0
1718,不行,v,0
1719,跌,v,1
1719,牛市,n,1
1720,万亿,m,0
1720,太,d,0
1720,费钱,n,0
1721,股,q,0
1721,不破,v,0
1721,不言底,l,0
1721,破,v,0
1722,明天,t,0
1722,破,v,0
1722,旺,a,0
1722,柴,n,0
1723,早点,d,0
1723,跌下来,l,0
1723,不用,v,0
1723,半夜,m,0
1723,发帖,n,0
1724,抄底,n,1
1724,房地产,j,1
1724,赞,v,1
1724,赞,v,1
1724,赞,v,1
1725,连续,a,0
1725,两日,m,0
1725,缩量,n,0
1725,阴跌,v,0
1725,多头,m,0
1725,打,v,0
1725,算盘,v,0
1726,大跌,v,0
1726,外资,n,0
1726,减仓,v,0
1726,股,q,0
1727,波能,n,1
1728,酒,n,0
1728,车,n,0
1728,负相关,n,0
1728,酒,n,0
1728,跌,v,0
1728,汽车,n,0
1728,涨,v,0
1728,汽车,n,0
1728,涨,v,0
1728,车位,n,0
1729,买,v,1
1729,酒,n,1
1729,股票,n,1
1729,买,v,1
1731,买,v,1
1731,亏,v,1
1731,钱,n,1
1731,仁慈,nr,1
1732,长期,d,0
1732,逻辑,n,0
1732,布局,n,0
1733,跌,v,1
1733,大盘,n,1
1733,涨,v,1
1734,持股,v,1
1734,待涨,v,1
1735,走,v,1
1735,波,j,1
1735,下跌,v,1
1736,切得,v,0
1736,向下,v,0
1736,走,v,0
1736,说,v,0
1736,臭味,n,0
1737,企业,n,0
1737,迎来,v,0
1737,艰难,a,0
1737,几年,m,0
1738,买,v,0
1738,散户,n,0
1738,赌徒,n,0
1739,中信,nz,1
1739,喊,v,1
1739,毛,nr,1
1739,台上,s,1
1739,三千,m,1
1739,现价,n,1
1739,便宜,a,1
1739,买,v,1
1740,年月日,t,0
1740,几位,m,0
1740,群友,n,0
1740,说,v,0
1741,毛利,nr,0
1741,原罪,n,0
1741,抄底,n,0
1742,板块,n,1
1742,确定性,n,1
1742,仍较,d,1
1742,强,a,1
1742,消费,vn,1
1742,需求,v,1
1742,推动,v,1
1742,国,n,1
1743,股,q,0
1743,毒瘤,n,0
1743,祸害,n,0
1743,大盘,n,0
1744,想,v,0
1744,往上拉,v,0
1744,只能,v,0
1744,下破,v,0
1744,激起,v,0
1744,大伙,n,0
1745,出水芙蓉,i,1
1745,不破,v,1
1745,起始,v,1
1745,价,n,1
1745,中,f,1
1745,短,a,1
1745,多方,m,1
1745,力量,n,1
1746,总体,n,1
1746,葫芦,n,1
1746,浮起,v,1
1746,瓢,n,1
1746,想,v,1
1747,三角,m,1
1747,理论,n,1
1748,股价,n,1
1748,多元,m,1
1748,涨,v,1
1748,上千,m,1
1748,回到,v,1
1748,千元,m,1
1748,之下,f,1
1748,赚,v,1
1749,明日,t,0
1749,回调,v,0
1749,概率,n,0
1749,加大,v,0
1749,短期,b,0
1749,回调,v,0
1749,机,n,0
1750,毛台庄,nr,0
1750,布局,n,0
1750,炒,v,0
1750,低价股,n,0
1750,元,m,0
1750,炒,v,0
1751,茅股,n,1
1751,调整,vn,1
1751,之江,ns,1
1751,生物,n,1
1751,新冠,n,1
1751,病毒,n,1
1751,核酸,n,1
1751,检测,vn,1
1751,试剂,n,1
1752,吹,v,0
1752,吹,v,0
1752,一个月,m,0
1752,跌,v,0
1753,股,q,0
1753,调整,vn,0
1753,结束,v,0
1754,百花齐放,i,1
1754,华山论剑,nz,1
1755,兄弟,n,1
1755,明天,t,1
1755,信创,n,1
1755,龙头,n,1
1755,国脉,n,1
1755,科技,n,1
1755,王者,n,1
1756,史诗,nr,0
1756,级,q,0
1756,反弹,v,0
1756,半天,m,0
1756,涨,v,0
1756,元,m,0
1756,股,q,0
1757,亿,m,1
1757,助力,n,1
1757,万余,m,1
1757,莘莘学子,nr,1
1757,走上,v,1
1758,每一,r,1
1758,波,n,1
1758,行情,n,1
1758,中,f,1
1758,牛,n,1
1758,最终,d,1
1758,下一,t,1
1758,波,ns,1
1758,行情,n,1
1759,歌尔,nrt,0
1759,股份,n,0
1759,大跌,v,0
1759,大跌,v,0
1759,伊利,nz,0
1759,股份,n,0
1759,大跌,v,0
1759,招商,n,0
1760,美股,m,1
1760,普涨,a,1
1760,周二,t,1
1760,股,q,1
1760,运行,v,1
1761,美股,m,1
1761,普涨,a,1
1761,周二,t,1
1761,股,q,1
1761,运行,v,1
1762,惊爆,a,0
1762,千亿,m,0
1762,市值,n,0
1762,股,m,0
1762,亏损,vn,0
1762,百亿,m,0
1762,太,d,0
1762,惨,a,0
1762,暴雷,nr,0
1762,百济,n,0
1763,全球,n,0
1763,机构,n,0
1763,跑,v,0
1764,复盘,v,0
1764,太狠,a,0
1764,两个,m,0
1764,信息,n,0
1764,引爆,v,0
1764,市场,n,0
1764,回顾,v,0
1764,本周,t,0
1764,收,v,0
1765,券商,n,0
1765,金股,n,0
1765,出炉,v,0
1765,遇冷,v,0
1765,多股,m,0
1765,同为,c,0
1765,私募,a,0
1765,基,a,0
1766,茅,n,1
1766,大面积,n,1
1766,腰斩,v,1
1766,肯定,v,1
1766,带坏,v,1
1766,指数,n,1
1766,指数,n,1
1766,国家,n,1
1766,金,nr,1
1767,步伐,n,1
1767,五粮液,n,1
1767,跟得上,v,1
1768,披,v,0
1768,价值,n,0
1768,股,q,0
1768,外衣,n,0
1768,疯涨,a,0
1768,票,n,0
1768,跌破,v,0
1768,二次,m,0
1769,长阳,ns,0
1769,撤退,v,0
1769,进场,n,0
1770,抱团,n,1
1770,白马,ns,1
1770,五朵,m,1
1770,金花,n,1
1770,创市,n,1
1770,梦,n,1
1771,扛,v,0
1771,旗,n,0
1771,牛,n,0
1771,股,q,0
1771,希望,v,0
1772,转发,v,0
1773,老夫,nr,1
1773,反弹,v,1
1773,逃命,v,1
1773,机会,n,1
1774,年轻人,n,0
1774,喝,vg,0
1774,少,a,0
1774,市场,n,0
1774,萎缩,v,0
1774,事情,n,0
1775,明天,t,0
1775,卖空,n,0
1775,随意,d,0
1776,九零,m,1
1776,零零,z,1
1776,钟情,n,1
1776,以往,t,1
1776,行情,n,1
1777,概念股,n,0
1777,最多,d,0
1777,就值,v,0
1777,元,m,0
1778,一年,m,0
1778,之内,f,0
1778,立贴,n,0
1778,证,n,0
1779,炒股,v,0
1779,天,q,0
1779,终于,d,0
1779,悟道,v,0
1780,转发,v,0
1781,加速,v,0
1783,证券,n,1
1783,红,a,1
1783,周刊,n,1
1783,灵魂,n,1
1783,烤,v,1
1783,问,v,1
1783,净利润,n,1
1783,增幅,n,1
1783,难以达到,l,1
1783,市场,n,1
1784,估值,n,0
1784,倍,m,0
1784,历史,n,0
1784,最低,a,0
1784,估值,n,0
1784,倍,m,0
1784,估值,n,0
1785,腾讯,nz,0
1785,抄底,n,0
1785,选,zg,0
1785,选,zg,0
1785,平安,a,0
1786,年度,n,0
1786,权益,n,0
1786,分派,n,0
1786,实施,v,0
1786,公告,n,0
1787,跌入,v,1
1787,茅厕,n,1
1788,本轮,r,0
1788,反弹,v,0
1788,两天,m,0
1789,抱团,n,0
1789,终将,d,0
1789,崩塌,v,0
1789,炒股,v,0
1789,线,n,0
1789,倾家荡产,i,0
1789,韭菜,n,0
1789,韭菜,n,0
1790,起不来,v,0
1790,起不来,v,0
1790,起不来,v,0
1790,大盘股,n,0
1792,板块,n,1
1792,确定性,n,1
1792,仍较,d,1
1792,强,a,1
1792,消费,vn,1
1792,需求,v,1
1792,推动,v,1
1792,国货,n,1
1792,整体,n,1
1792,增长,v,1
1793,散户,n,1
1793,做,v,1
1793,股,q,1
1793,热闹,a,1
1794,买,v,0
1794,买房,n,0
1794,下场,n,0
1795,明天,t,0
1795,加速,v,0
1795,砸盘,v,0
1796,崩,v,0
1796,大盘,n,0
1796,崩,v,0
1796,有啥,r,0
1796,说,v,0
1797,杀歌茅,i,0
1797,明天,t,0
1797,杀台,v,0
1797,茅,n,0
1797,主力,n,0
1797,杀,v,0
1798,明天,t,0
1798,减仓,v,0
1798,中农,nz,0
1798,联合,v,0
1798,狠狠,d,0
1798,干九安,nr,0
1798,医疗,n,0
1798,股,q,0
1799,元,m,1
1799,空头,n,1
1799,疯狂,a,1
1799,落,v,1
1799,手里,s,1
1800,团队,n,0
1800,坚定不移,i,0
1800,卖空,n,0
1801,明天,t,0
1801,卖空,n,0
1802,倒,v,0
1802,撤退,v,0
1803,企业,n,1
1803,墨迹,n,1
1803,酒,n,1
1803,涨价,n,1
1804,北向,f,1
1804,资金,n,1
1804,今日,t,1
1804,净,a,1
1804,卖出,v,1
1804,亿元,m,1
1804,净,a,1
1804,卖出,v,1
1804,隆基绿,nr,1
1804,亿元,m,1
1805,回,v,0
1805,踩,v,0
1805,拉升,v,0
1805,大盘,n,0
1805,共进退,l,0
1806,管住,v,0
1806,手,n,0
1806,管住,v,0
1806,手,n,0
1806,茅哥,n,0
1806,大跌,v,0
1806,想,v,0
1808,基金,n,1
1808,滥抄,v,1
1808,作业,n,1
1808,不学无术,l,1
1808,歌尔,nrt,1
1808,股份,n,1
1808,赤裸,z,1
1809,布衣,n,0
1809,想,v,0
1809,管理层,n,0
1809,取消资格,n,0
1809,会来,t,0
1810,守住,v,0
1810,线,n,0
1810,赔钱,v,0
1810,旺,a,0
1810,柴,n,0
1810,俏皮,a,0
1812,涨,n,1
1812,能涨,v,1
1812,目标价,n,1
1812,元,m,1
1812,不动,v,1
1813,转发,v,0
1814,价格,n,1
1814,下跌,v,1
1814,空间,n,1
1815,昨天,t,0
1815,进,v,0
1815,垃圾股,n,0
1816,儿酒,n,1
1816,捐款,v,1
1816,买,v,1
1816,名声,n,1
1816,义薄云天,i,1
1816,担当,v,1
1816,一年,m,1
1816,利息,n,1
1816,挣,v,1
1816,亿,m,1
1817,自选,v,1
1817,涨停,v,1
1817,买,v,1
1817,中,f,1
1818,下跌,v,1
1818,股市,n,1
1818,利空,n,1
1818,利好,a,1
1818,成就,n,1
1818,了信,v,1
1818,创供,v,1
1819,听,v,1
1819,段,q,1
1819,大道,n,1
1819,几百亿,m,1
1819,身家,n,1
1819,点,q,1
1819,蝇头小利,l,1
1819,玩,v,1
1819,加,v,1
1820,分红,v,1
1820,利率,n,1
1820,算,v,1
1820,值到,v,1
1820,之间,f,1
1820,酒精,n,1
1820,疾,n,1
1821,买,v,0
1821,亏,v,0
1821,钱,n,0
1821,冤,v,0
1822,韭菜,n,0
1822,真的,d,0
1822,韭菜,n,0
1822,渐,d,0
1822,卖,v,0
1822,卖出,v,0
1823,预感,n,1
1823,明年,t,1
1823,上半年,t,1
1823,跌破,v,1
1823,到时候,l,1
1823,做,v,1
1824,进货,v,0
1825,外资,n,0
1825,持股,v,0
1825,买卖,v,0
1825,提前,v,0
1825,公告,n,0
1826,利好,a,1
1826,尽是,c,1
1826,利空,n,1
1826,利空,n,1
1826,尽是,c,1
1826,利好,a,1
1826,上涨,v,1
1826,笑,v,1
1826,哭,v,1
1826,买入,v,1
1826,委,zg,1
1827,茅沪股通,nz,0
1827,连续,a,0
1827,减持,v,0
1828,股价,n,1
1828,处于,v,1
1828,下跌,v,1
1828,态势,n,1
1828,股价,n,1
1828,太,d,1
1828,高,a,1
1828,高处,d,1
1829,韭菜,n,0
1829,告诉,v,0
1829,量,n,0
1829,摆明,v,0
1829,机构,n,0
1829,没卖,v,0
1829,下跌,v,0
1830,散,v,1
1830,买,v,1
1830,一手,m,1
1830,拿到,v,1
1830,过年,t,1
1830,目标价,n,1
1831,再往,d,0
1831,调整,vn,0
1831,打不住,v,0
1832,股价,n,0
1832,明天,t,0
1832,预计,vn,0
1832,下跌,v,0
1832,元,m,0
1832,收盘,n,0
1832,企稳,n,0
1833,请,v,0
1833,见钱眼红,l,0
1833,君子爱财,l,0
1833,取之有道,i,0
1833,追高,v,0
1833,红,a,0
1834,最低价,n,0
1834,掉,v,0
1834,块,q,0
1834,市盈率,n,0
1834,倍,m,0
1835,邵俊斌,nr,1
1835,国家,n,1
1835,技术,n,1
1835,发明,v,1
1835,二等奖,nz,1
1835,被,p,1
1835,中共,j,1
1836,搞懂,v,0
1836,砸,v,0
1836,为啥,r,0
1836,板块,n,0
1836,砸,v,0
1836,什,r,0
1837,中场,n,0
1837,休息,v,0
1837,大盘,n,0
1837,冲高,v,0
1837,回落,v,0
1837,复刻,a,0
1837,昨日,t,0
1837,走势,n,0
1837,废话,n,0
1838,挺,d,0
1838,顶住,v,0
1838,外资,n,0
1838,乱,d,0
1838,抛,v,0
1839,成本,n,1
1839,估计,v,1
1839,这一,r,1
1839,波,n,1
1839,反弹,v,1
1839,点,q,1
1839,货,n,1
1840,大盘走势,n,0
1840,外围,f,0
1840,走势,n,0
1840,郁闷,a,0
1841,一点,m,1
1841,流动性,n,1
1841,危机,n,1
1841,来临,v,1
1841,想,v,1
1841,卖出,v,1
1841,卖,v,1
1841,不出,v,1
1842,炒股,v,0
1842,线,n,0
1842,倾家荡产,i,0
1842,韭菜,n,0
1842,韭菜,n,0
1842,韭菜,n,0
1842,韭菜,n,0
1843,谱,v,0
1843,歌尔,nrt,0
1843,股份,n,0
1843,就让,v,0
1843,制裁,n,0
1844,亏,v,0
1844,万,m,0
1844,补,v,0
1844,股,q,0
1845,买,v,0
1845,两手,m,0
1845,过年,t,0
1845,卖,v,0
1845,贴,v,0
1845,证,n,0
1846,兄弟,n,0
1846,融资,vn,0
1846,加,v,0
1846,杠杆,n,0
1846,干,v,0
1846,呲,v,0
1846,牙,n,0
1847,李大霄,nr,1
1847,寸草不生,i,1
1848,好好,d,1
1848,大盘,n,1
1849,共同富裕,nz,1
1849,祝,v,1
1849,股票,n,1
1849,一千元,m,1
1850,忘下,v,0
1850,星期,t,0
1850,亏,vn,0
1851,兄弟,n,1
1851,融资,vn,1
1851,干,v,1
1851,加油,v,1
1852,股,q,0
1852,害人,n,0
1853,买不到,v,0
1854,人寿,n,0
1854,涨,v,0
1854,好事,n,0
1855,跌,v,0
1855,拉,v,0
1855,尾盘,n,0
1855,明天,t,0
1855,跌,v,0
1855,天天,t,0
1855,套路,n,0
1856,成功,a,1
1856,大盘,n,1
1856,绑架,v,1
1857,带领,v,1
1857,大盘,n,1
1857,走,v,1
1857,波,ns,1
1858,兄弟,n,0
1858,加仓,v,0
1858,干,v,0
1859,卧槽,n,0
1859,机构,n,0
1859,低吸,v,0
1859,卖,v,0
1860,开,v,0
1860,空单,a,0
1860,庄家,n,0
1860,打压,v,0
1860,宁王,nr,0
1860,反,v,0
1860,拉,v,0
1861,次,t,1
1861,反弹,v,1
1861,逃命,v,1
1861,机会,n,1
1861,一千五,m,1
1861,埋葬,v,1
1861,资金,n,1
1862,跌破,v,0
1862,大盘,n,0
1863,监管,vn,0
1863,文件,n,0
1863,显示,v,0
1863,特斯拉,nrt,0
1863,马斯克,nr,0
1863,出售,vn,0
1863,至少,d,0
1864,级别,n,0
1865,转发,v,0
1866,普天同庆,nr,0
1866,亏损,vn,0
1866,泄下来,v,0
1866,开心,v,0
1867,快点,d,1
1867,跌停,v,1
1868,当年,t,1
1868,四川长虹,nt,1
1868,未来,t,1
1868,走势,n,1
1868,被,p,1
1869,茅,n,1
1869,香,ns,1
1869,自主,v,1
1869,可控,v,1
1869,科技股,n,1
1869,大方向,n,1
1870,中信,nz,1
1870,骗子,n,1
1870,奶茅,n,1
1870,猪,n,1
1870,茅,n,1
1870,地产,n,1
1870,茅,n,1
1870,空调,n,1
1870,毛,nr,1
1871,茅,n,1
1872,线,n,0
1872,顶部,f,0
1872,三角,m,0
1872,整理,n,0
1872,后浪,n,0
1872,下跌,v,0
1872,几年,m,0
1872,无望,v,0
1873,拉,v,1
1873,戏,n,1
1873,害,v,1
1873,演,v,1
1873,拉,v,1
1873,演,v,1
1874,砸,v,0
1874,割肉,n,0
1874,怂,vg,0
1874,货,n,0
1875,权重,n,0
1875,调,v,0
1875,太的拉,ns,0
1875,夸,v,0
1876,市值,n,1
1876,亿,m,1
1876,造,v,1
1876,饮料,n,1
1876,金,nr,1
1877,大哥,n,1
1877,得扬,v,1
1877,哭,v,1
1877,哭,v,1
1877,哭,v,1
1878,天线,n,0
1878,触及,v,0
1878,下降,v,0
1878,通道,v,0
1878,天线,n,0
1878,成,v,0
1878,下降,v,0
1878,通道,v,0
1879,温水,n,1
1879,煮,v,1
1879,蜻蛙,n,1
1879,模式,n,1
1880,茅王,nr,1
1880,有钱,v,1
1880,股票,n,1
1880,拉,v,1
1880,算,v,1
1880,本事,r,1
1881,明天,t,0
1881,杀点,n,0
1882,目标,n,1
1883,路,n,1
1883,漫漫,a,1
1884,别太,nr,1
1884,乐观,a,1
1884,美国,ns,1
1884,通胀,j,1
1884,降,v,1
1884,并非易事,i,1
1885,好喝,v,0
1886,散户,n,1
1886,到好,d,1
1886,家当,n,1
1886,大亨,nr,1
1887,卖出,v,0
1888,不将,d,0
1888,指数,n,0
1888,成份,n,0
1888,取消,v,0
1888,取消,v,0
1888,影响,vn,0
1888,大盘,n,0
1889,参与,v,1
1890,沪,j,1
1890,深,a,1
1890,迎,v,1
1890,涨幅,n,1
1890,牛市,n,1
1891,下降,v,0
1891,通道,v,0
1891,确立,v,0
1891,移仓,v,0
1891,千红,i,0
1891,制药,n,0
1892,买,v,0
1892,股票,n,0
1892,机构,n,0
1892,股友,n,0
1892,往后,t,0
1892,血压,n,0
1892,难再,d,0
1893,漂亮,a,1
1893,头部,n,1
1894,买,v,0
1894,明年,t,0
1894,换,nz,0
1894,一台,m,0
1894,系,v,0
1894,开,v,0
1895,企稳,v,0
1895,大盘,n,0
1896,机构,n,1
1896,吸筹,v,1
1896,恭喜,a,1
1896,下车,v,1
1896,朋友,n,1
1896,大笑,v,1
1897,厉害,a,0
1897,厉害,a,0
1897,干,v,0
1898,明年,t,0
1898,跌破,v,0
1898,元,m,0
1899,市盈率,n,0
1899,合适,a,0
1899,贵,a,0
1899,市场,n,0
1899,超跌,v,0
1899,个股,n,0
1899,太,d,0
1900,听说,v,0
1900,亚,j,0
1900,无水,v,0
1900,将来,t,0
1900,一百块,m,0
1900,钱,n,0
1901,做,v,0
1901,空大挺,z,0
1901,砸,v,0
1901,砸,v,0
1901,港股,n,0
1902,散出,v,0
1902,适合,v,0
1902,机构,n,0
1902,玩,v,0
1903,加油,v,1
1903,明年,t,1
1903,搬家,v,1
1903,平换,v,1
1903,平,a,1
1904,跌,v,0
1904,凑,v,0
1905,前期,f,1
1905,缺口,n,1
1905,回补,v,1
1905,反弹,v,1
1905,元,m,1
1905,可期,v,1
1906,散户,n,1
1906,买买,v,1
1906,买,v,1
1906,加油,v,1
1906,明年,t,1
1906,搬家,v,1
1906,平,n,1
1906,变平,n,1
1907,拉红,nr,1
1908,不涨,v,0
1908,死气沉沉,z,0
1909,上调,v,0
1909,三五,m,0
1909,建仓,v,0
1909,机会,n,0
1909,明天,t,0
1909,大盘,n,0
1910,市,n,0
1910,盈利,n,0
1910,银行,n,0
1910,看齐,v,0
1911,好像,v,1
1911,下跌,v,1
1911,中继,nz,1
1911,介入,v,1
1912,优质,n,1
1912,资产,n,1
1912,大将,d,1
1912,风范,n,1
1913,一己,r,1
1913,力,n,1
1913,大盘,n,1
1913,蹦,v,1
1914,创新,v,0
1914,低,a,0
1914,前,f,0
1914,几天,m,0
1914,买,v,0
1914,元,n,0
1914,万股,m,0
1915,货,n,0
1915,回,v,0
1916,烂,a,0
1916,茅,n,0
1916,拖累,v,0
1916,大盘,n,0
1916,指数,n,0
1917,五粮液,n,0
1917,一线,m,0
1917,酒,n,0
1917,企,n,0
1917,入股,v,0
1917,银行,n,0
1917,大宗,m,0
1917,交易,n,0
1918,茅坑,n,1
1919,被,p,1
1919,套牢,n,1
1919,好惨,a,1
1920,信心,n,0
1920,呆,v,0
1920,地方,n,0
1920,真,d,0
1920,想挥,v,0
1920,挥手,v,0
1921,股,q,1
1921,涨涨跌跌,n,1
1921,我会,n,1
1921,坚定,a,1
1921,持有,v,1
1922,拉,v,1
1922,孙子,nr,1
1922,砸,v,1
1922,下跌,v,1
1922,下跌,v,1
1922,下跌,v,1
1922,下跌,v,1
1923,金砖,n,0
1923,砸,v,0
1923,盘,q,0
1923,手,n,0
1924,买,v,1
1924,跌,v,1
1924,哭,v,1
1925,高价股,n,0
1925,成,v,0
1925,伤心,n,0
1925,股,q,0
1925,创新,v,0
1925,低,a,0
1925,配置,v,0
1925,超低价,n,0
1925,股,q,0
1925,四个,m,0
1925,涨,v,0
1926,老乡,n,1
1926,别跑,v,1
1926,后市,n,1
1926,利好,a,1
1927,进,v,0
1927,跑,v,0
1927,赚,v,0
1927,点儿,n,0
1928,破,v,0
1929,喝酒,v,1
1929,伤身,n,1
1929,误事,n,1
1930,跌倒,v,1
1930,大盘,n,1
1930,吃饱,v,1
1931,值得,v,1
1931,拥有,v,1
1931,元下,t,1
1931,杀到,v,1
1931,回升,v,1
1931,元,m,1
1932,交易量,n,1
1932,亿左右,m,1
1932,割肉,n,1
1932,卖出,v,1
1933,一帮,m,0
1933,韭菜,n,0
1934,反弹,v,1
1934,目的,n,1
1934,先,d,1
1934,回,v,1
1934,点,q,1
1934,一年,m,1
1934,看点,n,1
1934,吴令宇,nr,1
1935,几瓶,m,0
1935,酒,n,0
1935,大般,r,0
1935,涨跌,v,0
1936,卖,v,0
1936,毛台,n,0
1936,买,v,0
1936,超低价,n,0
1936,伤心,n,0
1936,股,q,0
1936,超低价,n,0
1936,元,m,0
1936,军工,n,0
1937,坨,v,0
1937,翔,nr,0
1937,坏,a,0
1937,大盘,n,0
1938,炒股,v,1
1938,国运,n,1
1938,同步,d,1
1938,调,v,1
1938,介入,v,1
1938,国家,n,1
1938,复兴,a,1
1938,碳,n,1
1938,中,f,1
1938,战略,n,1
1939,每日,r,1
1939,吼,v,1
1939,行业,n,1
1939,整体,n,1
1939,未来,t,1
1939,二年,m,1
1939,趋势,n,1
1939,股价,n,1
1940,股王,n,1
1940,下跌,v,1
1940,陪,v,1
1941,龙头,n,0
1941,好样,d,0
1941,带领,v,0
1941,股,q,0
1941,一路,m,0
1941,向下,v,0
1942,垃圾,n,0
1942,早,a,0
1942,崩,v,0
1942,大盘,n,0
1942,早,a,0
1942,安宁,ns,0
1943,开心,v,1
1943,基金,n,1
1943,踩踏,v,1
1943,月底,t,1
1944,逐出,v,1
1944,指数,n,1
1945,鸡,n,1
1945,狗,n,1
1945,恨,v,1
1945,砸,v,1
1946,下跌,v,1
1946,抹,v,1
1946,不灭,v,1
1946,主题,n,1
1947,早点,d,0
1947,跌下去,v,0
1947,跌,v,0
1947,磨磨,v,0
1947,唧唧,o,0
1948,最低价,n,1
1949,一颗,m,0
1949,老鼠,n,0
1950,和歌,nz,1
1950,股份,n,1
1951,卖,v,0
1951,毛台,n,0
1951,买,v,0
1951,军工,n,0
1951,超低价,n,0
1951,股,q,0
1951,元,m,0
1951,元,m,0
1952,买箭牌,n,0
1952,家居,n,0
1952,涨停,v,0
1952,呲,v,0
1952,牙,n,0
1953,天天,t,0
1953,跌,v,0
1954,砸,v,1
1954,盘,q,1
1954,量,n,1
1955,预计,vn,0
1955,股价,n,0
1955,刺破,v,0
1955,关口,n,0
1955,会来,t,0
1955,波,ns,0
1955,阴跌,v,0
1956,摸,v,0
1956,十日,t,0
1956,线,n,0
1956,真的,d,0
1956,太,d,0
1956,惨,a,0
1957,血亏,n,0
1958,后年,t,1
1958,元,m,1
1958,宇宙,n,1
1958,天下,s,1
1958,个毛,n,1
1958,科技,n,1
1958,京东方,nz,1
1958,投资,vn,1
1959,跌太,n,0
1959,手,n,0
1959,被套,a,0
1959,麻烦,an,0
1960,本来,t,1
1960,一大,a,1
1960,年纪,t,1
1960,上周,t,1
1960,折腾,v,1
1960,二次,m,1
1960,回阳,ns,1
1961,涨,v,0
1961,几天,m,0
1961,得跌,v,0
1961,几天,m,0
1961,跌,v,0
1961,三天,m,0
1962,红,a,0
1962,一点,m,0
1962,丢,v,0
1962,亿,m,0
1963,反弹,v,1
1963,结束,v,1
1963,向下,v,1
1963,一代,m,1
1963,股王,n,1
1963,倒下,v,1
1964,大盘,n,0
1964,被,p,0
1964,拖下水,n,0
1965,买不起,v,0
1965,请,v,0
1965,离开,v,0
1966,不行,v,0
1966,报团,n,0
1966,心散,v,0
1966,赶紧,d,0
1966,高科技,nz,0
1966,报团,n,0
1967,喝酒,v,0
1967,及时行乐,n,0
1967,龙头,n,0
1967,龙头,n,0
1967,龙头,n,0
1968,此轮,r,1
1968,下跌,v,1
1968,目标价,n,1
1968,元,m,1
1968,同意,d,1
1968,点赞,v,1
1969,一瓶,m,0
1969,酒,n,0
1969,力量,n,0
1969,太,d,0
1969,福,ns,0
1969,祸,n,0
1970,告诉,v,0
1970,赚钱,v,0
1971,价值,n,1
1971,投资,vn,1
1971,指,v,1
1971,股票,n,1
1971,历年,n,1
1971,分红,v,1
1971,超过,v,1
1971,银行利率,n,1
1972,贵,a,1
1972,二锅头,n,1
1972,白开水,nr,1
1972,价值,n,1
1972,回归,v,1
1973,坚定,a,1
1973,看好,v,1
1973,净利,n,1
1973,十年,m,1
1973,分红,v,1
1974,转发,v,0
1975,走势,n,1
1975,参考,v,1
1975,房地产,j,1
1975,走势,n,1
1975,一路,m,1
1975,下跌,v,1
1975,势不可挡,i,1
1976,缩量,n,0
1976,筑,v,0
1976,底,f,0
1976,买买,v,0
1976,买,v,0
1977,早晚,t,0
1977,事,n,0
1977,科技,n,0
1977,崛起,v,0
1977,老酒,n,0
1977,做,v,0
1977,股,q,0
1978,宁德,nr,0
1978,风向标,n,0
1978,太,d,0
1979,股东,n,0
1979,股东,n,0
1979,肉,n,0
1979,烂,v,0
1979,锅,n,0
1979,里,f,0
1979,散,v,0
1979,陪,v,0
1980,行业,n,0
1980,后发优势,n,0
1980,不争,n,0
1980,朝夕,n,0
1980,滔滔不绝,i,0
1981,股,q,0
1981,龙头,n,0
1982,转发,v,0
1983,未来,t,1
1983,大方向,n,1
1983,国产,n,1
1983,科技股,n,1
1984,完,v,1
1984,北向,f,1
1984,内资,n,1
1984,跑得快,l,1
1984,近几日,l,1
1984,纯属,n,1
1984,内资,n,1
1984,拉高,nrt,1
1985,酒,n,1
1985,茅,n,1
1985,回归,v,1
1985,沪指,j,1
1985,底,f,1
1986,前,f,0
1986,十年,m,0
1986,买,v,0
1986,喝,vg,0
1986,十年,m,0
1986,喝,vg,0
1986,买,v,0
1987,九安,ns,1
1987,医疗,n,1
1987,年底,t,1
1987,送,v,1
1987,派,v,1
1987,元,m,1
1987,业绩,n,1
1987,王,nr,1
1987,超越,v,1
1987,急,v,1
1988,不跌,v,1
1988,牛市,n,1
1988,起点,n,1
1988,感觉,n,1
1988,漫漫,a,1
1988,长路,ns,1
1988,早,a,1
1990,低估,v,1
1990,白马,ns,1
1990,目标价,n,1
1990,元,m,1
1991,支付,v,1
1991,通道,v,1
